date_valued,entry_id,scheme_id,net_asset_value,outstanding_number_of_units,nav_per_unit,sale_price_per_unit,repurchase_price_per_unit,scheme_name
07/07/2020,1594080000,6,"40,648,637,392.76","388,495,522.84",104.6309,104.6309,104.6309,Bond Fund
05/07/2020,1593907200,1,"226,079,314,768.53","355,719,134.05",635.5557,635.5557,629.2001,Umoja Fund
05/07/2020,1593907200,2,"1,353,843,538.14","2,749,809.07",492.3409,492.3409,482.4941,Wekeza Maisha Fund
05/07/2020,1593907200,3,"3,462,827,999.41","9,109,894.61",380.1172,380.1172,376.3161,Watoto Fund
05/07/2020,1593907200,4,"17,575,608,789.63","132,155,227.40",132.9922,132.9922,130.3323,Jikimu Fund
05/07/2020,1593907200,5,"114,677,711,083.64","468,209,535.15",244.9282,244.9282,244.9282,Liquid Fund
05/07/2020,1593907200,6,"40,367,744,687.19","386,075,228.45",104.5593,104.5593,104.5593,Bond Fund
02/07/2020,1593648000,1,"225,939,550,103.07","355,697,264.81",635.2018,635.2018,628.8498,Umoja Fund
02/07/2020,1593648000,2,"1,351,722,072.02","2,747,745.21",491.9387,491.9387,482.0999,Wekeza Maisha Fund
02/07/2020,1593648000,3,"3,459,786,488.92","9,108,624.77",379.8363,379.8363,376.038,Watoto Fund
02/07/2020,1593648000,4,"17,544,715,421.35","132,036,996.02",132.8773,132.8773,130.2197,Jikimu Fund
02/07/2020,1593648000,5,"113,337,756,892.45","463,208,427.59",244.6798,244.6798,244.6798,Liquid Fund
02/07/2020,1593648000,6,"40,184,816,026.35","384,755,419.88",104.4425,104.4425,104.4425,Bond Fund
01/07/2020,1593561600,1,"225,916,992,854.93","355,687,101.02",635.1566,635.1566,628.805,Umoja Fund
01/07/2020,1593561600,2,"1,350,735,295.36","2,746,464.23",491.8088,491.8088,481.9726,Wekeza Maisha Fund
01/07/2020,1593561600,3,"3,457,452,616.98","9,104,661.59",379.7453,379.7453,375.9479,Watoto Fund
01/07/2020,1593561600,4,"17,581,134,511.14","132,341,445.63",132.8468,132.8468,130.1898,Jikimu Fund
01/07/2020,1593561600,5,"112,717,124,684.70","460,821,351.04",244.6005,244.6005,244.6005,Liquid Fund
01/07/2020,1593561600,6,"40,005,307,191.58","383,180,772.27",104.4032,104.4032,104.4032,Bond Fund
30/06/2020,1593475200,1,"225,914,703,864.71","355,749,648.59",635.0384,635.0384,628.6881,Umoja Fund
30/06/2020,1593475200,2,"1,352,169,871.05","2,750,113.40",491.6779,491.6779,481.8443,Wekeza Maisha Fund
30/06/2020,1593475200,2,"1,352,169,871.05","2,750,113.40",491.6779,491.6779,481.8443,Wekeza Maisha Fund
30/06/2020,1593475200,4,"17,575,104,234.32","132,333,916.01",132.8088,132.8088,130.1526,Jikimu Fund
30/06/2020,1593475200,5,"112,837,116,657.19","461,467,289.77",244.5181,244.5181,244.5181,Liquid Fund
30/06/2020,1593475200,6,"39,871,996,926.82","382,042,555.12",104.3653,104.3653,104.3653,Bond Fund
29/06/2020,1593388800,1,"226,394,086,248.14","355,720,116.83",636.4388,636.4388,630.0744,Umoja Fund
29/06/2020,1593388800,2,"1,351,423,531.58","2,749,319.89",491.5483,491.5483,481.7173,Wekeza Maisha Fund
29/06/2020,1593388800,3,"3,466,928,818.53","9,102,017.62",380.8967,380.8967,377.0878,Watoto Fund
29/06/2020,1593388800,4,"18,000,068,288.83","132,315,133.24",136.0394,136.0394,133.3186,Jikimu Fund
29/06/2020,1593388800,5,"109,385,403,693.73","447,499,779.86",244.4368,244.4368,244.4368,Liquid Fund
29/06/2020,1593388800,6,"40,139,412,652.42","381,095,640.70",105.3263,105.3263,105.3263,Bond Fund
28/06/2020,1593302400,1,"226,347,049,229.96","355,712,894.51",636.3195,636.3195,629.9563,Umoja Fund
28/06/2020,1593302400,2,"1,350,791,542.28","2,748,759.60",491.4186,491.4186,481.5902,Wekeza Maisha Fund
28/06/2020,1593302400,3,"3,465,204,261.41","9,099,664.71",380.8057,380.8057,376.9977,Watoto Fund
28/06/2020,1593302400,4,"17,985,636,254.50","132,501,396.95",135.7392,135.7392,133.0244,Jikimu Fund
28/06/2020,1593302400,5,"108,990,834,759.18","446,038,782.22",244.3528,244.3528,244.3528,Liquid Fund
28/06/2020,1593302400,6,"39,945,149,257.55","379,391,294.93",105.2875,105.2875,105.2875,Bond Fund
25/06/2020,1593043200,1,"226,213,497,889.60","355,699,651.41",635.9677,635.9677,629.608,Umoja Fund
25/06/2020,1593043200,2,"1,349,601,380.79","2,748,515.20",491.0293,491.0293,481.2087,Wekeza Maisha Fund
25/06/2020,1593043200,3,"3,460,747,098.44","9,094,464.42",380.5334,380.5334,376.728,Watoto Fund
25/06/2020,1593043200,4,"17,967,839,083.91","132,484,861.49",135.6218,135.6218,132.9094,Jikimu Fund
25/06/2020,1593043200,5,"108,663,761,066.26","445,160,163.92",244.1004,244.1004,244.1004,Liquid Fund
25/06/2020,1593043200,6,"39,524,284,017.57","375,809,393.81",105.1711,105.1711,105.1711,Bond Fund
24/06/2020,1592956800,1,"226,154,779,498.59","355,672,955.84",635.8504,635.8504,629.4919,Umoja Fund
24/06/2020,1592956800,2,"1,349,234,600.69","2,748,494.82",490.8995,490.8995,481.0815,Wekeza Maisha Fund
24/06/2020,1592956800,3,"3,469,217,909.64","9,119,263.00",380.4274,380.4274,376.6232,Watoto Fund
24/06/2020,1592956800,4,"17,960,910,566.40","132,472,003.18",135.5827,135.5827,132.871,Jikimu Fund
24/06/2020,1592956800,5,"108,512,484,196.80","444,687,040.03",244.0199,244.0199,244.0199,Liquid Fund
24/06/2020,1592956800,6,"39,375,477,276.61","374,531,087.70",105.1327,105.1327,105.1327,Bond Fund
23/06/2020,1592870400,1,"226,195,964,740.59","355,802,858.73",635.734,635.734,629.3766,Umoja Fund
23/06/2020,1592870400,2,"1,348,777,801.46","2,748,291.01",490.7696,490.7696,480.9543,Wekeza Maisha Fund
23/06/2020,1592870400,3,"3,471,067,270.15","9,126,382.13",380.3333,380.3333,376.53,Watoto Fund
23/06/2020,1592870400,4,"17,973,220,227.53","132,601,657.13",135.543,135.543,132.8321,Jikimu Fund
23/06/2020,1592870400,5,"107,926,551,727.74","442,431,894.17",243.9394,243.9394,243.9394,Liquid Fund
23/06/2020,1592870400,6,"39,417,959,451.20","375,074,275.44",105.0937,105.0937,105.0937,Bond Fund
22/06/2020,1592784000,1,"226,151,885,202.46","355,799,033.79",635.6169,635.6169,629.2607,Umoja Fund
22/06/2020,1592784000,2,"1,348,420,970.95","2,748,291.01",490.6398,490.6398,480.827,Wekeza Maisha Fund
22/06/2020,1592784000,3,"3,468,975,274.15","9,123,680.64",380.2166,380.2166,376.4145,Watoto Fund
22/06/2020,1592784000,4,"17,967,721,979.34","132,599,274.24",135.5039,135.5039,132.7938,Jikimu Fund
22/06/2020,1592784000,5,"107,876,109,573.30","442,372,382.08",243.8581,243.8581,243.8581,Liquid Fund
22/06/2020,1592784000,6,"39,315,538,186.84","374,236,784.74",105.0552,105.0552,105.0552,Bond Fund
21/06/2020,1592697600,1,"224,944,594,492.66","355,790,455.58",632.239,632.239,625.9166,Umoja Fund
21/06/2020,1592697600,2,"1,272,473,914.40","2,748,291.01",463.0055,463.0055,453.7454,Wekeza Maisha Fund
21/06/2020,1592697600,3,"3,423,179,797.44","9,111,011.60",375.719,375.719,371.9618,Watoto Fund
21/06/2020,1592697600,4,"17,794,121,139.22","132,542,664.29",134.252,134.252,131.567,Jikimu Fund
21/06/2020,1592697600,5,"106,908,651,709.56","438,560,858.24",243.7715,243.7715,243.7715,Liquid Fund
21/06/2020,1592697600,6,"39,154,224,552.73","372,837,950.28",105.0167,105.0167,105.0167,Bond Fund
18/06/2020,1592438400,1,"224,799,614,734.68","355,788,093.21",631.8357,631.8357,625.5173,Umoja Fund
18/06/2020,1592438400,2,"1,271,417,066.80","2,748,291.01",462.621,462.621,453.3686,Wekeza Maisha Fund
18/06/2020,1592438400,3,"3,420,626,984.58","9,110,881.08",375.4441,375.4441,371.6897,Watoto Fund
18/06/2020,1592438400,4,"17,777,285,647.56","132,533,717.79",134.1341,134.1341,131.4514,Jikimu Fund
18/06/2020,1592438400,5,"106,502,945,564.81","437,324,811.69",243.5328,243.5328,243.5328,Liquid Fund
18/06/2020,1592438400,6,"38,973,832,053.55","371,530,021.83",104.9009,104.9009,104.9009,Bond Fund
17/06/2020,1592352000,1,"224,763,516,519.92","355,777,316.50",631.7534,631.7534,625.4358,Umoja Fund
17/06/2020,1592352000,2,"1,271,059,485.09","2,748,291.01",462.4909,462.4909,453.241,Wekeza Maisha Fund
17/06/2020,1592352000,3,"3,419,562,264.84","9,110,268.24",375.3525,375.3525,371.599,Watoto Fund
17/06/2020,1592352000,4,"17,771,378,888.50","132,528,909.23",134.0944,134.0944,131.4125,Jikimu Fund
17/06/2020,1592352000,5,"106,444,154,328.46","437,229,422.31",243.4515,243.4515,243.4515,Liquid Fund
17/06/2020,1592352000,6,"38,870,156,896.99","370,681,407.51",104.8614,104.8614,104.8614,Bond Fund
16/06/2020,1592265600,1,"224,886,560,672.02","356,053,951.41",631.6081,631.6081,625.292,Umoja Fund
16/06/2020,1592265600,2,"1,284,379,003.67","2,777,878.90",462.3596,462.3596,453.1124,Wekeza Maisha Fund
16/06/2020,1592265600,3,"3,418,704,937.26","9,110,208.22",375.2609,375.2609,371.5083,Watoto Fund
16/06/2020,1592265600,4,"17,775,025,203.75","132,595,361.04",134.0547,134.0547,131.3736,Jikimu Fund
16/06/2020,1592265600,5,"106,001,588,704.27","435,556,843.91",243.3703,243.3703,243.3703,Liquid Fund
16/06/2020,1592265600,6,"38,768,549,341.17","369,849,011.23",104.8226,104.8226,104.8226,Bond Fund
15/06/2020,1592179200,1,"224,839,559,638.23","356,046,469.30",631.4894,631.4894,625.1745,Umoja Fund
15/06/2020,1592179200,2,"1,283,772,309.76","2,777,337.56",462.2313,462.2313,452.9867,Wekeza Maisha Fund
15/06/2020,1592179200,3,"3,415,086,947.58","9,102,789.84",375.1693,375.1693,371.4176,Watoto Fund
15/06/2020,1592179200,4,"17,767,498,259.38","132,578,110.42",134.0153,134.0153,131.335,Jikimu Fund
15/06/2020,1592179200,5,"105,785,185,833.80","434,812,617.76",243.2891,243.2891,243.2891,Liquid Fund
15/06/2020,1592179200,6,"38,706,627,419.54","369,394,015.40",104.7841,104.7841,104.7841,Bond Fund
14/06/2020,1592092800,1,"224,795,612,540.21","356,043,814.57",631.3706,631.3706,625.0569,Umoja Fund
14/06/2020,1592092800,2,"1,282,485,574.30","2,775,325.02",462.1028,462.1028,452.8608,Wekeza Maisha Fund
14/06/2020,1592092800,3,"3,413,591,710.09","9,101,030.21",375.0775,375.0775,371.3268,Watoto Fund
14/06/2020,1592092800,4,"17,750,281,114.75","132,488,542.14",133.976,133.976,131.2965,Jikimu Fund
14/06/2020,1592092800,5,"104,806,904,384.75","430,950,032.46",243.1997,243.1997,243.1997,Liquid Fund
14/06/2020,1592092800,6,"38,656,110,328.16","369,048,628.08",104.7453,104.7453,104.7453,Bond Fund
11/06/2020,1591833600,1,"224,670,502,162.56","356,047,712.66",631.0123,631.0123,624.7022,Umoja Fund
11/06/2020,1591833600,2,"1,281,416,249.77","2,775,325.02",461.7175,461.7175,452.4832,Wekeza Maisha Fund
11/06/2020,1591833600,3,"3,410,144,776.21","9,098,328.43",374.81,374.81,371.0619,Watoto Fund
11/06/2020,1591833600,4,"17,732,862,835.73","132,475,278.81",133.8579,133.8579,131.1807,Jikimu Fund
11/06/2020,1591833600,5,"104,351,270,058.69","429,512,428.49",242.9529,242.9529,242.9529,Liquid Fund
11/06/2020,1591833600,6,"38,487,133,637.41","367,844,036.49",104.6289,104.6289,104.6289,Bond Fund
10/06/2020,1591747200,1,"224,710,979,781.71","356,178,866.62",630.8936,630.8936,624.5847,Umoja Fund
10/06/2020,1591747200,2,"1,281,074,963.92","2,775,358.38",461.589,461.589,452.3572,Wekeza Maisha Fund
10/06/2020,1591747200,3,"3,412,688,201.86","9,107,304.44",374.7199,374.7199,370.9727,Watoto Fund
10/06/2020,1591747200,4,"17,770,042,682.68","132,792,585.70",133.818,133.818,131.1417,Jikimu Fund
10/06/2020,1591747200,5,"103,749,468,242.10","427,170,139.50",242.8762,242.8762,242.8762,Liquid Fund
10/06/2020,1591747200,6,"38,486,549,836.03","367,975,759.36",104.5899,104.5899,104.5899,Bond Fund
09/06/2020,1591660800,1,"224,649,407,784.78","356,177,604.45",630.723,630.723,624.4158,Umoja Fund
09/06/2020,1591660800,2,"1,280,688,450.20","2,775,293.35",461.4606,461.4606,452.2314,Wekeza Maisha Fund
09/06/2020,1591660800,3,"3,411,656,662.70","9,106,717.14",374.6308,374.6308,370.8845,Watoto Fund
09/06/2020,1591660800,4,"17,760,227,893.87","132,758,208.70",133.7788,133.7788,131.1032,Jikimu Fund
09/06/2020,1591660800,5,"102,721,526,262.44","423,069,311.48",242.8007,242.8007,242.8007,Liquid Fund
09/06/2020,1591660800,6,"38,460,714,543.19","367,865,173.40",104.5511,104.5511,104.5511,Bond Fund
08/06/2020,1591574400,1,"224,604,437,513.35","356,173,406.47",630.6042,630.6042,624.2981,Umoja Fund
08/06/2020,1591574400,2,"1,279,682,123.24","2,773,884.00",461.3322,461.3322,452.1056,Wekeza Maisha Fund
08/06/2020,1591574400,3,"3,410,718,048.93","9,106,379.31",374.5416,374.5416,370.7962,Watoto Fund
08/06/2020,1591574400,4,"17,750,092,416.37","132,721,532.88",133.7394,133.7394,131.0646,Jikimu Fund
08/06/2020,1591574400,5,"102,256,505,732.91","421,284,195.40",242.7257,242.7257,242.7257,Liquid Fund
08/06/2020,1591574400,6,"38,217,157,132.94","365,670,779.46",104.5125,104.5125,104.5125,Bond Fund
07/06/2020,1591488000,1,"224,549,090,801.93","356,152,752.01",630.4853,630.4853,624.1805,Umoja Fund
07/06/2020,1591488000,2,"1,279,145,314.46","2,773,493.39",461.2037,461.2037,451.9796,Wekeza Maisha Fund
07/06/2020,1591488000,3,"3,409,619,913.23","9,105,578.14",374.454,374.454,370.7094,Watoto Fund
07/06/2020,1591488000,4,"17,744,492,515.44","132,718,690.70",133.7,133.7,131.026,Jikimu Fund
07/06/2020,1591488000,5,"101,880,657,460.75","419,919,669.29",242.6194,242.6194,242.6194,Liquid Fund
07/06/2020,1591488000,6,"37,974,861,601.08","363,488,120.70",104.4735,104.4735,104.4735,Bond Fund
04/06/2020,1591228800,1,"224,477,621,012.99","356,104,185.34",630.3706,630.3706,624.0669,Umoja Fund
04/06/2020,1591228800,2,"1,278,060,287.90","2,773,460.83",460.8179,460.8179,451.6015,Wekeza Maisha Fund
04/06/2020,1591228800,3,"3,408,026,668.79","9,105,564.78",374.2795,374.2795,370.5368,Watoto Fund
04/06/2020,1591228800,4,"17,691,718,566.47","132,419,298.02",133.6038,133.6038,130.9317,Jikimu Fund
04/06/2020,1591228800,5,"101,760,798,590.06","419,859,228.95",242.3689,242.3689,242.3689,Liquid Fund
04/06/2020,1591228800,6,"37,941,514,867.05","363,606,863.22",104.3476,104.3476,104.3476,Bond Fund
03/06/2020,1591142400,1,"224,443,313,309.32","356,235,911.06",630.0412,630.0412,623.7408,Umoja Fund
03/06/2020,1591142400,2,"1,276,953,439.48","2,774,804.59",460.1958,460.1958,450.9919,Wekeza Maisha Fund
03/06/2020,1591142400,3,"3,402,171,230.14","9,095,769.62",374.0389,374.0389,370.2985,Watoto Fund
03/06/2020,1591142400,4,"17,767,309,658.25","133,095,392.09",133.493,133.493,130.8232,Jikimu Fund
03/06/2020,1591142400,5,"101,575,695,396.38","419,240,500.97",242.285,242.285,242.285,Liquid Fund
03/06/2020,1591142400,6,"37,831,324,972.10","362,697,795.74",104.3054,104.3054,104.3054,Bond Fund
02/06/2020,1591056000,1,"224,368,875,929.98","356,222,878.11",629.8553,629.8553,623.5568,Umoja Fund
02/06/2020,1591056000,2,"1,276,386,425.49","2,774,348.13",460.0671,460.0671,450.8658,Wekeza Maisha Fund
02/06/2020,1591056000,3,"3,389,948,118.13","9,095,125.62",372.7214,372.7214,368.9942,Watoto Fund
02/06/2020,1591056000,4,"17,745,585,001.59","133,051,941.44",133.3734,133.3734,130.7059,Jikimu Fund
02/06/2020,1591056000,5,"95,787,529,214.40","397,639,028.16",240.8907,240.8907,240.8907,Liquid Fund
02/06/2020,1591056000,6,"37,578,288,212.62","360,415,949.74",104.2637,104.2637,104.2637,Bond Fund
01/06/2020,1590969600,1,"224,319,651,781.41","356,212,176.47",629.7361,629.7361,623.4387,Umoja Fund
01/06/2020,1590969600,2,"1,275,889,372.67","2,774,043.63",459.9385,459.9385,450.7397,Wekeza Maisha Fund
01/06/2020,1590969600,3,"3,388,938,115.16","9,094,655.72",372.6296,372.6296,368.9033,Watoto Fund
01/06/2020,1590969600,4,"17,739,961,641.32","133,049,164.61",133.3339,133.3339,130.6672,Jikimu Fund
01/06/2020,1590969600,5,"95,579,389,276.86","396,919,068.12",240.8032,240.8032,240.8032,Liquid Fund
01/06/2020,1590969600,6,"37,433,869,311.56","359,166,889.32",104.2242,104.2242,104.2242,Bond Fund
31/05/2020,1590883200,1,"224,257,906,241.64","356,181,605.95",629.6168,629.6168,623.3206,Umoja Fund
31/05/2020,1590883200,2,"1,274,048,918.17","2,770,816.56",459.8099,459.8099,450.6137,Wekeza Maisha Fund
31/05/2020,1590883200,3,"3,386,523,351.96","9,090,414.47",372.5378,372.5378,368.8125,Watoto Fund
31/05/2020,1590883200,4,"17,729,679,089.01","133,011,456.66",133.2944,133.2944,130.6285,Jikimu Fund
31/05/2020,1590883200,5,"95,325,951,274.68","396,010,651.16",240.7156,240.7156,240.7156,Liquid Fund
31/05/2020,1590883200,6,"37,265,149,753.32","357,692,214.31",104.1822,104.1822,104.1822,Bond Fund
28/05/2020,1590624000,1,"224,142,304,655.00","356,176,246.70",629.3017,629.3017,623.0086,Umoja Fund
28/05/2020,1590624000,2,"1,272,809,907.25","2,770,450.88",459.4234,459.4234,450.2349,Wekeza Maisha Fund
28/05/2020,1590624000,3,"3,383,812,041.68","9,089,850.35",372.2627,372.2627,368.5401,Watoto Fund
28/05/2020,1590624000,4,"17,713,279,714.77","133,006,951.33",133.1756,133.1756,130.5121,Jikimu Fund
28/05/2020,1590624000,5,"95,058,180,175.94","395,330,115.64",240.4527,240.4527,240.4527,Liquid Fund
28/05/2020,1590624000,6,"37,355,063,999.28","355,575,954.09",105.0551,105.0551,105.0551,Bond Fund
27/05/2020,1590537600,1,"224,096,635,536.99","356,171,341.82",629.1821,629.1821,622.8903,Umoja Fund
27/05/2020,1590537600,2,"1,272,362,884.62","2,770,048.00",459.3288,459.3288,450.1422,Wekeza Maisha Fund
27/05/2020,1590537600,3,"3,382,478,317.51","9,088,506.70",372.171,372.171,368.4493,Watoto Fund
27/05/2020,1590537600,4,"17,708,071,717.01","133,001,813.22",133.1416,133.1416,130.4787,Jikimu Fund
27/05/2020,1590537600,5,"94,892,722,408.31","394,785,992.48",240.365,240.365,240.365,Liquid Fund
27/05/2020,1590537600,6,"37,342,278,355.53","355,597,470.51",105.0128,105.0128,105.0128,Bond Fund
26/05/2020,1590451200,1,"224,120,970,348.83","356,273,498.59",629.07,629.07,622.7793,Umoja Fund
26/05/2020,1590451200,2,"1,271,956,465.49","2,769,991.04",459.1915,459.1915,450.0077,Wekeza Maisha Fund
26/05/2020,1590451200,3,"3,373,414,578.27","9,066,227.09",372.0858,372.0858,368.365,Watoto Fund
26/05/2020,1590451200,4,"17,729,308,124.75","133,193,835.75",133.1091,133.1091,130.4469,Jikimu Fund
26/05/2020,1590451200,5,"94,730,335,514.10","394,245,903.91",240.2824,240.2824,240.2824,Liquid Fund
26/05/2020,1590451200,6,"37,249,050,541.59","354,857,756.37",104.969,104.969,104.969,Bond Fund
25/05/2020,1590364800,1,"224,142,093,421.62","356,262,784.42",629.1482,629.1482,622.8567,Umoja Fund
25/05/2020,1590364800,2,"1,268,967,061.24","2,764,250.97",459.0636,459.0636,449.8823,Wekeza Maisha Fund
25/05/2020,1590364800,3,"3,373,010,614.53","9,061,970.35",372.216,372.216,368.4939,Watoto Fund
25/05/2020,1590364800,4,"17,727,376,506.49","133,151,661.05",133.1367,133.1367,130.474,Jikimu Fund
25/05/2020,1590364800,5,"95,034,258,727.32","395,654,262.98",240.1772,240.1772,240.1772,Liquid Fund
25/05/2020,1590364800,6,"36,976,077,590.42","352,399,442.30",104.9266,104.9266,104.9266,Bond Fund
21/05/2020,1590019200,1,"223,973,772,338.92","356,256,632.79",628.6866,628.6866,622.3997,Umoja Fund
21/05/2020,1590019200,2,"1,267,514,005.59","2,764,185.52",458.5488,458.5488,449.3778,Wekeza Maisha Fund
21/05/2020,1590019200,3,"3,368,539,121.18","9,058,913.42",371.848,371.848,368.1296,Watoto Fund
21/05/2020,1590019200,4,"17,721,904,430.19","133,247,185.39",133.0002,133.0002,130.3402,Jikimu Fund
21/05/2020,1590019200,5,"94,506,147,417.55","394,024,421.99",239.8485,239.8485,239.8485,Liquid Fund
21/05/2020,1590019200,6,"36,830,517,214.95","351,573,533.38",104.7591,104.7591,104.7591,Bond Fund
20/05/2020,1589932800,1,"223,981,129,015.36","356,335,341.91",628.5684,628.5684,622.2827,Umoja Fund
20/05/2020,1589932800,2,"1,267,674,056.17","2,765,327.44",458.4173,458.4173,449.249,Wekeza Maisha Fund
20/05/2020,1589932800,3,"3,367,130,765.05","9,057,407.05",371.7544,371.7544,368.0368,Watoto Fund
20/05/2020,1589932800,4,"17,807,672,525.39","133,933,849.65",132.9587,132.9587,130.2995,Jikimu Fund
20/05/2020,1589932800,5,"94,169,227,608.65","392,748,644.58",239.7697,239.7697,239.7697,Liquid Fund
20/05/2020,1589932800,6,"36,584,105,946.78","349,364,964.32",104.716,104.716,104.716,Bond Fund
19/05/2020,1589846400,1,"223,944,599,306.71","356,361,934.08",628.419,628.419,622.1348,Umoja Fund
19/05/2020,1589846400,2,"1,267,320,341.33","2,765,327.44",458.2894,458.2894,449.1236,Wekeza Maisha Fund
19/05/2020,1589846400,3,"3,366,274,045.91","9,057,393.59",371.6603,371.6603,367.9437,Watoto Fund
19/05/2020,1589846400,4,"17,803,017,462.20","133,940,760.99",132.9171,132.9171,130.2588,Jikimu Fund
19/05/2020,1589846400,5,"94,037,925,850.59","392,338,128.01",239.6859,239.6859,239.6859,Liquid Fund
19/05/2020,1589846400,6,"36,612,209,192.68","349,765,845.93",104.6763,104.6763,104.6763,Bond Fund
18/05/2020,1589760000,1,"223,900,798,737.61","356,357,892.02",628.3032,628.3032,622.0202,Umoja Fund
18/05/2020,1589760000,2,"1,266,964,186.69","2,765,327.44",458.1606,458.1606,448.9974,Wekeza Maisha Fund
18/05/2020,1589760000,3,"3,364,971,530.37","9,056,055.76",371.5714,371.5714,367.8557,Watoto Fund
18/05/2020,1589760000,4,"17,796,444,392.83","133,930,225.04",132.8785,132.8785,130.2209,Jikimu Fund
18/05/2020,1589760000,5,"94,013,864,009.68","392,375,490.74",239.6018,239.6018,239.6018,Liquid Fund
18/05/2020,1589760000,6,"36,482,030,308.55","348,652,625.70",104.6372,104.6372,104.6372,Bond Fund
17/05/2020,1589673600,1,"223,951,210,217.87","356,504,703.97",628.1858,628.1858,621.904,Umoja Fund
17/05/2020,1589673600,2,"1,280,153,086.19","2,794,925.22",458.0277,458.0277,458.0277,Wekeza Maisha Fund
17/05/2020,1589673600,3,"3,363,850,944.12","9,055,207.61",371.4825,371.4825,367.7677,Watoto Fund
17/05/2020,1589673600,4,"17,727,305,905.78","133,448,628.07",132.8399,132.8399,130.1831,Jikimu Fund
17/05/2020,1589673600,5,"93,621,412,431.02","390,874,248.32",239.518,239.518,239.518,Liquid Fund
17/05/2020,1589673600,6,"36,134,855,263.77","345,460,409.63",104.5991,104.5991,104.5991,Bond Fund
14/05/2020,1589414400,1,"223,816,531,592.36","356,485,329.12",627.8422,627.8422,621.5638,Umoja Fund
14/05/2020,1589414400,2,"1,265,092,833.31","2,764,334.05",457.6483,457.6483,448.4954,Wekeza Maisha Fund
14/05/2020,1589414400,3,"3,361,249,862.71","9,054,628.36",371.219,371.219,367.5068,Watoto Fund
14/05/2020,1589414400,4,"17,712,256,076.90","133,447,497.83",132.7283,132.7283,130.0737,Jikimu Fund
14/05/2020,1589414400,5,"93,899,567,904.57","392,451,591.25",239.2641,239.2641,239.2641,Liquid Fund
14/05/2020,1589414400,6,"35,743,883,652.66","342,098,403.97",104.4842,104.4842,104.4842,Bond Fund
13/05/2020,1589328000,1,"223,772,951,443.33","356,482,369.55",627.7252,627.7252,621.4479,Umoja Fund
13/05/2020,1589328000,2,"1,264,612,273.31","2,764,057.06",457.5203,457.5203,448.3699,Wekeza Maisha Fund
13/05/2020,1589328000,3,"3,360,444,524.69","9,054,628.36",371.13,371.13,367.4187,Watoto Fund
13/05/2020,1589328000,4,"17,705,476,226.57","133,435,247.92",132.6896,132.6896,130.0359,Jikimu Fund
13/05/2020,1589328000,5,"93,818,190,838.54","392,249,043.55",239.1802,239.1802,239.1802,Liquid Fund
13/05/2020,1589328000,6,"35,639,328,520.23","341,227,593.90",104.4445,104.4445,104.4445,Bond Fund
12/05/2020,1589241600,1,"223,833,807,432.60","356,646,509.89",627.6069,627.6069,621.3308,Umoja Fund
12/05/2020,1589241600,2,"1,264,193,109.89","2,763,914.95",457.3922,457.3922,448.2443,Wekeza Maisha Fund
12/05/2020,1589241600,3,"3,361,078,219.52","9,058,437.58",371.0439,371.0439,367.3335,Watoto Fund
12/05/2020,1589241600,4,"17,706,224,183.84","133,479,109.90",132.6517,132.6517,129.9986,Jikimu Fund
12/05/2020,1589241600,5,"93,448,817,243.65","390,840,478.01",239.0971,239.0971,239.0971,Liquid Fund
12/05/2020,1589241600,6,"35,616,650,081.00","341,137,805.65",104.4055,104.4055,104.4055,Bond Fund
11/05/2020,1589155200,1,"223,770,265,166.76","356,611,281.26",627.4907,627.4907,621.2158,Umoja Fund
11/05/2020,1589155200,2,"1,263,819,252.46","2,763,871.21",457.2642,457.2642,448.1189,Wekeza Maisha Fund
11/05/2020,1589155200,3,"3,359,308,715.79","9,055,795.75",370.9568,370.9568,367.2472,Watoto Fund
11/05/2020,1589155200,4,"17,699,297,882.76","133,463,193.67",132.6156,132.6156,129.9633,Jikimu Fund
11/05/2020,1589155200,5,"93,029,825,029.64","389,223,494.57",239.0139,239.0139,239.0139,Liquid Fund
11/05/2020,1589155200,6,"35,424,425,312.28","339,422,196.33",104.3668,104.3668,104.3668,Bond Fund
10/05/2020,1589068800,1,"223,723,221,177.72","356,602,787.69",627.3737,627.3737,621.1,Umoja Fund
10/05/2020,1589068800,2,"1,263,464,772.21","2,763,871.21",457.1359,457.1359,447.9932,Wekeza Maisha Fund
10/05/2020,1589068800,3,"3,358,118,912.78","9,054,757.59",370.8679,370.8679,367.1592,Watoto Fund
10/05/2020,1589068800,4,"17,690,633,968.65","133,436,754.81",132.5769,132.5769,129.9254,Jikimu Fund
10/05/2020,1589068800,5,"91,965,199,967.54","384,904,736.94",238.9298,238.9298,238.9298,Liquid Fund
10/05/2020,1589068800,6,"35,351,401,911.13","338,848,887.29",104.3279,104.3279,104.3279,Bond Fund
07/05/2020,1588809600,1,"223,599,061,954.93","356,599,821.33",627.0308,627.0308,620.7605,Umoja Fund
07/05/2020,1588809600,2,"1,262,301,236.74","2,763,652.22",456.7511,456.7511,447.6161,Wekeza Maisha Fund
07/05/2020,1588809600,3,"3,355,285,949.71","9,053,675.31",370.5993,370.5993,366.8933,Watoto Fund
07/05/2020,1588809600,4,"17,674,597,746.25","133,434,489.73",132.459,132.459,129.8098,Jikimu Fund
07/05/2020,1588809600,5,"91,806,889,926.40","384,654,401.69",238.6737,238.6737,238.6737,Liquid Fund
